[17/06/2022 20:29:01] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_show_skills], Params: [] 
[19/06/2022 9:04:18] --> GM: XxClaudinhaxX [268477771], Target: [Solina Brother], Action: [admin_kill], Params: [] 
[19/06/2022 9:04:18] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:04:18] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:04:19] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:04:19] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Crusader], Action: [admin_kill], Params: [] 
[19/06/2022 9:04:38] --> GM: XxClaudinhaxX [268477771], Target: [Solina Brother], Action: [admin_gmspeed 0], Params: [] 
[19/06/2022 9:05:19] --> GM: XxClaudinhaxX [268477771], Target: [Silent Seeker], Action: [admin_gmspeed 4], Params: [] 
[19/06/2022 9:05:51] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:05:51] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:05:51] --> GM: XxClaudinhaxX [268477771], Target: [Monastery Guardian], Action: [admin_kill], Params: [] 
[19/06/2022 9:05:51] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:05:51] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Crusader], Action: [admin_kill], Params: [] 
[19/06/2022 9:05:53] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:05:53] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:05:53] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Pilgrim], Action: [admin_kill], Params: [] 
[19/06/2022 9:05:54] --> GM: XxClaudinhaxX [268477771], Target: [Monastic Crusader], Action: [admin_kill], Params: [] 
[19/06/2022 9:06:56] --> GM: XxClaudinhaxX [268477771], Target: [Warrior Monk], Action: [admin_kill], Params: [] 
[19/06/2022 9:06:56] --> GM: XxClaudinhaxX [268477771], Target: [Guardian of the Holy Land], Action: [admin_kill], Params: [] 
[19/06/2022 9:06:56] --> GM: XxClaudinhaxX [268477771], Target: [Guardian of the Holy Land], Action: [admin_kill], Params: [] 
[19/06/2022 9:06:56] --> GM: XxClaudinhaxX [268477771], Target: [Warrior Monk], Action: [admin_kill], Params: [] 
[19/06/2022 9:06:56] --> GM: XxClaudinhaxX [268477771], Target: [Guardian of the Holy Land], Action: [admin_kill], Params: [] 
[19/06/2022 9:06:56] --> GM: XxClaudinhaxX [268477771], Target: [Warrior Monk], Action: [admin_kill], Params: [] 
[19/06/2022 9:07:01] --> GM: XxClaudinhaxX [268477771], Target: [Judge of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:07:15] --> GM: XxClaudinhaxX [268477771], Target: [Judge of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:07:22] --> GM: XxClaudinhaxX [268477771], Target: [Pilgrim of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:07:22] --> GM: XxClaudinhaxX [268477771], Target: [Divine Advocate], Action: [admin_kill], Params: [] 
[19/06/2022 9:07:22] --> GM: XxClaudinhaxX [268477771], Target: [Beholder of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:07:40] --> GM: XxClaudinhaxX [268477771], Target: [Warrior Monk], Action: [admin_kill], Params: [] 
[19/06/2022 9:07:40] --> GM: XxClaudinhaxX [268477771], Target: [Pilgrim of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:07:40] --> GM: XxClaudinhaxX [268477771], Target: [Divine Advocate], Action: [admin_kill], Params: [] 
[19/06/2022 9:07:40] --> GM: XxClaudinhaxX [268477771], Target: [Warrior Monk], Action: [admin_kill], Params: [] 
[19/06/2022 9:07:40] --> GM: XxClaudinhaxX [268477771], Target: [Beholder of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:07:40] --> GM: XxClaudinhaxX [268477771], Target: [Warrior Monk], Action: [admin_kill], Params: [] 
[19/06/2022 9:07:56] --> GM: XxClaudinhaxX [268477771], Target: [Divine Advocate], Action: [admin_kill], Params: [] 
[19/06/2022 9:07:58] --> GM: XxClaudinhaxX [268477771], Target: [Pilgrim of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:07:58] --> GM: XxClaudinhaxX [268477771], Target: [Beholder of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:08:03] --> GM: XxClaudinhaxX [268477771], Target: [Guardian of the Grail], Action: [admin_kill], Params: [] 
[19/06/2022 9:08:19] --> GM: XxClaudinhaxX [268477771], Target: [Pilgrim of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:08:19] --> GM: XxClaudinhaxX [268477771], Target: [Beholder of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:08:19] --> GM: XxClaudinhaxX [268477771], Target: [Judge of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:08:22] --> GM: XxClaudinhaxX [268477771], Target: [Guardian of the Grail], Action: [admin_kill], Params: [] 
[19/06/2022 9:08:23] --> GM: XxClaudinhaxX [268477771], Target: [Divine Advocate], Action: [admin_kill], Params: [] 
[19/06/2022 9:08:23] --> GM: XxClaudinhaxX [268477771], Target: [Beholder of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:08:39] --> GM: XxClaudinhaxX [268477771], Target: [Judge of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:08:39] --> GM: XxClaudinhaxX [268477771], Target: [Warrior Monk], Action: [admin_kill], Params: [] 
[19/06/2022 9:09:02] --> GM: XxClaudinhaxX [268477771], Target: [Guardian of the Holy Land], Action: [admin_kill], Params: [] 
[19/06/2022 9:09:06] --> GM: XxClaudinhaxX [268477771], Target: [Guardian of the Holy Land], Action: [admin_kill], Params: [] 
[19/06/2022 9:09:12] --> GM: XxClaudinhaxX [268477771], Target: [Beholder of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:09:13] --> GM: XxClaudinhaxX [268477771], Target: [Divine Advocate], Action: [admin_kill], Params: [] 
[19/06/2022 9:09:13] --> GM: XxClaudinhaxX [268477771], Target: [Pilgrim of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:09:17] --> GM: XxClaudinhaxX [268477771], Target: [Pilgrim of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:09:17] --> GM: XxClaudinhaxX [268477771], Target: [Divine Advocate], Action: [admin_kill], Params: [] 
[19/06/2022 9:09:17] --> GM: XxClaudinhaxX [268477771], Target: [Beholder of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:10:11] --> GM: XxClaudinhaxX [268477771], Target: [Divine Advocate], Action: [admin_kill], Params: [] 
[19/06/2022 9:10:11] --> GM: XxClaudinhaxX [268477771], Target: [Guardian of the Holy Land], Action: [admin_kill], Params: [] 
[19/06/2022 9:10:12] --> GM: XxClaudinhaxX [268477771], Target: [Beholder of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:10:13] --> GM: XxClaudinhaxX [268477771], Target: [Pilgrim of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:10:13] --> GM: XxClaudinhaxX [268477771], Target: [Divine Advocate], Action: [admin_kill], Params: [] 
[19/06/2022 9:10:14] --> GM: XxClaudinhaxX [268477771], Target: [Guardian of the Grail], Action: [admin_kill], Params: [] 
[19/06/2022 9:10:15] --> GM: XxClaudinhaxX [268477771], Target: [Guardian of the Holy Land], Action: [admin_kill], Params: [] 
[19/06/2022 9:10:17] --> GM: XxClaudinhaxX [268477771], Target: [Warrior Monk], Action: [admin_kill], Params: [] 
[19/06/2022 9:10:17] --> GM: XxClaudinhaxX [268477771], Target: [Pilgrim of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:10:18] --> GM: XxClaudinhaxX [268477771], Target: [Beholder of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:10:57] --> GM: XxClaudinhaxX [268477771], Target: [Divine Advocate], Action: [admin_admin], Params: [] 
[19/06/2022 9:10:58] --> GM: XxClaudinhaxX [268477771], Target: [Divine Advocate], Action: [admin_move_to], Params: [] 
[19/06/2022 9:11:05] --> GM: XxClaudinhaxX [268477771], Target: [Warrior Monk], Action: [admin_kill], Params: [] 
[19/06/2022 9:11:05] --> GM: XxClaudinhaxX [268477771], Target: [Warrior Monk], Action: [admin_kill], Params: [] 
[19/06/2022 9:11:10] --> GM: XxClaudinhaxX [268477771], Target: [Pilgrim of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:11:10] --> GM: XxClaudinhaxX [268477771], Target: [Divine Advocate], Action: [admin_kill], Params: [] 
[19/06/2022 9:11:10] --> GM: XxClaudinhaxX [268477771], Target: [Beholder of Light], Action: [admin_kill], Params: [] 
[19/06/2022 9:11:14] --> GM: XxClaudinhaxX [268477771], Target: [Beholder of Light], Action: [admin_help], Params: [ tele/towns.htm] 
[19/06/2022 9:11:16] --> GM: XxClaudinhaxX [268477771], Target: [Beholder of Light], Action: [admin_show_moves], Params: [] 
[19/06/2022 9:11:18] --> GM: XxClaudinhaxX [268477771], Target: [Beholder of Light], Action: [admin_help], Params: [ tele/locations/c4.htm] 
[19/06/2022 9:11:23] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 188191 -74959 -2738] 
[19/06/2022 9:12:18] --> GM: XxClaudinhaxX [268477771], Target: [Ghost of a Gatekeeper], Action: [admin_kill], Params: [] 
[19/06/2022 9:12:21] --> GM: XxClaudinhaxX [268477771], Target: [Ghost of a Gatekeeper], Action: [admin_kill], Params: [] 
[19/06/2022 9:12:22] --> GM: XxClaudinhaxX [268477771], Target: [Katraxis], Action: [admin_kill], Params: [] 
[19/06/2022 9:12:26] --> GM: XxClaudinhaxX [268477771], Target: [Carrion Scarab], Action: [admin_kill], Params: [] 
[19/06/2022 9:12:26] --> GM: XxClaudinhaxX [268477771], Target: [Soldier Scarab], Action: [admin_kill], Params: [] 
[19/06/2022 9:12:26] --> GM: XxClaudinhaxX [268477771], Target: [Soldier Scarab], Action: [admin_kill], Params: [] 
[19/06/2022 9:12:27] --> GM: XxClaudinhaxX [268477771], Target: [Katraxis], Action: [admin_kill], Params: [] 
[19/06/2022 9:12:44] --> GM: XxClaudinhaxX [268477771], Target: [Katraxis], Action: [admin_kill], Params: [] 
[19/06/2022 9:12:44] --> GM: XxClaudinhaxX [268477771], Target: [Soldier Scarab], Action: [admin_kill], Params: [] 
[19/06/2022 9:12:44] --> GM: XxClaudinhaxX [268477771], Target: [Katraxis], Action: [admin_kill], Params: [] 
[19/06/2022 9:12:55] --> GM: XxClaudinhaxX [268477771], Target: [Katraxis], Action: [admin_kill], Params: [] 
[19/06/2022 9:12:59] --> GM: XxClaudinhaxX [268477771], Target: [Katraxis], Action: [admin_kill], Params: [] 
[19/06/2022 9:12:59] --> GM: XxClaudinhaxX [268477771], Target: [Carrion Scarab], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:05] --> GM: XxClaudinhaxX [268477771], Target: [Guardian Scarab], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:08] --> GM: XxClaudinhaxX [268477771], Target: [Guardian Scarab], Action: [admin_itemcreate], Params: [] 
[19/06/2022 9:13:09] --> GM: XxClaudinhaxX [268477771], Target: [Guardian Scarab], Action: [admin_itemcreate], Params: [] 
[19/06/2022 9:13:11] --> GM: XxClaudinhaxX [268477771], Target: [Guardian Scarab], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:11] --> GM: XxClaudinhaxX [268477771], Target: [Hexa Beetle], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:11] --> GM: XxClaudinhaxX [268477771], Target: [Hexa Beetle], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:11] --> GM: XxClaudinhaxX [268477771], Target: [Guardian Scarab], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:11] --> GM: XxClaudinhaxX [268477771], Target: [Royal Guard of Empire], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:15] --> GM: XxClaudinhaxX [268477771], Target: [Hexa Beetle], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:21] --> GM: XxClaudinhaxX [268477771], Target: [Guardian Scarab], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:21] --> GM: XxClaudinhaxX [268477771], Target: [Royal Guard of Empire], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:24] --> GM: XxClaudinhaxX [268477771], Target: [Guardian Scarab], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:24] --> GM: XxClaudinhaxX [268477771], Target: [Guardian Scarab], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:40] --> GM: XxClaudinhaxX [268477771], Target: [Guardian Scarab], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:40] --> GM: XxClaudinhaxX [268477771], Target: [Hexa Beetle], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:40] --> GM: XxClaudinhaxX [268477771], Target: [Guardian Scarab], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:43] --> GM: XxClaudinhaxX [268477771], Target: [Hexa Beetle], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:43] --> GM: XxClaudinhaxX [268477771], Target: [Hexa Beetle], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:52] --> GM: XxClaudinhaxX [268477771], Target: [Royal Guard of Empire], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:52] --> GM: XxClaudinhaxX [268477771], Target: [Guardian Scarab], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:52] --> GM: XxClaudinhaxX [268477771], Target: [Royal Guard of Empire], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:52] --> GM: XxClaudinhaxX [268477771], Target: [Guardian Scarab], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:55] --> GM: XxClaudinhaxX [268477771], Target: [Guardian Scarab], Action: [admin_kill], Params: [] 
[19/06/2022 9:13:55] --> GM: XxClaudinhaxX [268477771], Target: [Hexa Beetle], Action: [admin_kill], Params: [] 
[19/06/2022 9:14:20] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_show_skills], Params: [] 
[19/06/2022 9:15:28] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reset_skills], Params: [] 
[19/06/2022 9:15:33] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_skill_list], Params: [] 
[19/06/2022 9:15:36] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ skills/Human/human.htm] 
[19/06/2022 9:15:40] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ skills/Human/H_Phoenix_Knight.htm] 
[19/06/2022 9:15:46] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_show_skills], Params: [] 
[19/06/2022 9:15:49] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_skill_list], Params: [] 
[19/06/2022 9:15:51] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ skills/Human/human.htm] 
[19/06/2022 9:15:57] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ skills/Human/H_Knight.htm] 
[19/06/2022 9:16:00] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_add_skill], Params: [ 28 12] 
[21/06/2022 8:33:16] --> GM: XxClaudinhaxX [268477771], Target: [Assassin of Empire], Action: [admin_kill], Params: [] 
[21/06/2022 8:33:16] --> GM: XxClaudinhaxX [268477771], Target: [Knight of Empire], Action: [admin_kill], Params: [] 
[21/06/2022 8:33:16] --> GM: XxClaudinhaxX [268477771], Target: [Knight of Empire], Action: [admin_kill], Params: [] 
[21/06/2022 8:33:16] --> GM: XxClaudinhaxX [268477771], Target: [Knight of Empire], Action: [admin_kill], Params: [] 
[21/06/2022 8:33:16] --> GM: XxClaudinhaxX [268477771], Target: [Knight of Empire], Action: [admin_kill], Params: [] 
[21/06/2022 8:33:17] --> GM: XxClaudinhaxX [268477771], Target: [Knight of Empire], Action: [admin_kill], Params: [] 
[21/06/2022 8:33:23] --> GM: XxClaudinhaxX [268477771], Target: [Knight of Empire], Action: [admin_kill], Params: [] 
[21/06/2022 8:33:23] --> GM: XxClaudinhaxX [268477771], Target: [Knight of Empire], Action: [admin_kill], Params: [] 
[21/06/2022 8:42:02] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[21/06/2022 8:47:12] --> GM: XxClaudinhaxX [268477771], Target: [Knight of Empire], Action: [admin_show_droplist], Params: [ 21406] 
[21/06/2022 8:47:22] --> GM: XxClaudinhaxX [268477771], Target: [Knight of Empire], Action: [admin_add_drop], Params: [ 21406] 
[21/06/2022 8:47:25] --> GM: XxClaudinhaxX [268477771], Target: [Knight of Empire], Action: [admin_show_droplist], Params: [ 21406] 
[21/06/2022 8:47:55] --> GM: XxClaudinhaxX [268477771], Target: [Knight of Empire], Action: [admin_admin], Params: [] 
[21/06/2022 8:47:56] --> GM: XxClaudinhaxX [268477771], Target: [Knight of Empire], Action: [admin_move_to], Params: [] 
[21/06/2022 8:48:01] --> GM: XxClaudinhaxX [268477771], Target: [Knight of Empire], Action: [admin_help], Params: [ tele/others/dimrift.htm] 
[21/06/2022 8:48:07] --> GM: XxClaudinhaxX [268477771], Target: [Knight of Empire], Action: [admin_move_to], Params: [ -119265 -180561 -6756] 
[21/06/2022 8:49:46] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[21/06/2022 8:49:47] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[21/06/2022 8:49:56] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/others/fortress.htm] 
[21/06/2022 8:49:57] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 15447 186169 -2921] 
[21/06/2022 8:52:50] --> GM: XxClaudinhaxX [268477771], Target: [Hatu Brown Bear], Action: [admin_kill], Params: [] 
[21/06/2022 8:52:54] --> GM: XxClaudinhaxX [268477771], Target: [Hatu Dire Wolf], Action: [admin_kill], Params: [] 
[21/06/2022 8:53:00] --> GM: XxClaudinhaxX [268477771], Target: [Hatu Dire Wolf], Action: [admin_gmspeed 4], Params: [] 
[21/06/2022 8:57:04] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_admin], Params: [] 
[21/06/2022 8:57:05] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_move_to], Params: [] 
[21/06/2022 8:57:06] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ tele/towns.htm] 
[21/06/2022 8:57:07] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[21/06/2022 8:57:08] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_move_to], Params: [ 82698 148638 -3473] 
[21/06/2022 9:00:50] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_reload htm], Params: [] 
[21/06/2022 9:01:03] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_gmshop], Params: [] 
[21/06/2022 9:01:05] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_help], Params: [ gmshop/Weapons.htm] 
[21/06/2022 9:01:06] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_help], Params: [ gmshop/sgradew.htm] 
[21/06/2022 9:01:10] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_help], Params: [ gmshops.htm] 
[21/06/2022 9:01:11] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_help], Params: [ gmshop/Weapons.htm] 
[21/06/2022 9:01:12] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_help], Params: [ gmshop/agradew.htm] 
[21/06/2022 9:01:14] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_buy], Params: [ 9036] 
[21/06/2022 9:10:18] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_gmshop], Params: [] 
[21/06/2022 9:10:20] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_help], Params: [ gmshop/materials.htm] 
[21/06/2022 9:10:21] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_buy], Params: [ 30053] 
[21/06/2022 9:10:28] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_gmshop], Params: [] 
[21/06/2022 9:10:32] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_buy], Params: [ 300534] 
[21/06/2022 9:11:32] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_gmspeed 0], Params: [] 
[21/06/2022 9:13:06] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmshop], Params: [] 
[21/06/2022 9:13:07] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_buy], Params: [ 300534] 
[21/06/2022 9:13:15] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmspeed 4], Params: [] 
[21/06/2022 9:16:14] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_reload htm], Params: [] 
[21/06/2022 9:16:16] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_reload multisel], Params: [] 
[21/06/2022 9:16:18] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_reload multisel], Params: [] 
[21/06/2022 9:16:19] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_reload multisel], Params: [] 
[21/06/2022 9:16:34] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_reload htm], Params: [] 
[21/06/2022 9:16:52] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_reload multisel], Params: [] 
[21/06/2022 9:16:53] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_reload multisel], Params: [] 
[21/06/2022 9:17:32] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_reload htm], Params: [] 
[21/06/2022 9:17:33] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_reload htm], Params: [] 
[21/06/2022 9:17:51] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_reload htm], Params: [] 
[21/06/2022 9:19:00] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_reload multisel], Params: [] 
[21/06/2022 9:19:01] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_reload multisel], Params: [] 
[21/06/2022 9:19:01] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_reload multisel], Params: [] 
[21/06/2022 9:19:03] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_reload], Params: [ multisell] 
[21/06/2022 9:19:04] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_reload], Params: [ multisell] 
[21/06/2022 9:19:06] --> GM: XxClaudinhaxX [268477771], Target: [Holly Trader], Action: [admin_reload], Params: [ htm] 
[21/06/2022 9:22:49] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_spawn 31126], Params: [] 
[21/06/2022 9:23:28] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_gmshop], Params: [] 
[21/06/2022 9:23:29] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_help], Params: [ gmshop/Weapons.htm] 
[21/06/2022 9:23:30] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_help], Params: [ gmshop/sgradew.htm] 
[21/06/2022 9:23:32] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_buy], Params: [ 9045] 
[21/06/2022 9:23:33] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_gmshop], Params: [] 
[21/06/2022 9:23:33] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_gmshop], Params: [] 
[21/06/2022 9:23:38] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_help], Params: [ gmshop/Weapons.htm] 
[21/06/2022 9:23:39] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_help], Params: [ gmshop/agradew.htm] 
[21/06/2022 9:23:40] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_buy], Params: [ 9040] 
[21/06/2022 9:24:14] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_admin], Params: [] 
[21/06/2022 9:24:15] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_move_to], Params: [] 
[21/06/2022 9:24:16] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_help], Params: [ tele/towns.htm] 
[21/06/2022 9:24:17] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[21/06/2022 9:24:18] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_move_to], Params: [ 79768 146559 -3525] 
[21/06/2022 9:24:30] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_admin], Params: [] 
[21/06/2022 9:24:31] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_move_to], Params: [] 
[21/06/2022 9:24:31] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_help], Params: [ tele/towns.htm] 
[21/06/2022 9:24:32] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_help], Params: [ tele/towns/aden.htm] 
[21/06/2022 9:24:33] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_admin], Params: [] 
[21/06/2022 9:24:34] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_move_to], Params: [] 
[21/06/2022 9:24:35] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_help], Params: [ tele/towns.htm] 
[21/06/2022 9:24:36] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[21/06/2022 9:24:38] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_move_to], Params: [ 82698 148638 -3473] 
[21/06/2022 9:24:47] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_delete], Params: [] 
[21/06/2022 9:25:01] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_spawn 31126], Params: [] 
[21/06/2022 9:26:49] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_gmshop], Params: [] 
[21/06/2022 9:26:51] --> GM: XxClaudinhaxX [268477771], Target: [Blacksmith of Mammon], Action: [admin_help], Params: [ gmshop/Weapons.htm] 
