[24/06/2022 21:10:07] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_edit_character], Params: [] 
[27/06/2022 20:46:01] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:01] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:01] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:02] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:02] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:02] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:02] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:02] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:02] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:02] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:02] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:03] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:03] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:03] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:03] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:03] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:03] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:03] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:03] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:04] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:04] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:04] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:04] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:04] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:04] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:04] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:04] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:04] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:05] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:05] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:05] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:05] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:05] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:05] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:05] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:05] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:06] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:06] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:06] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:06] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:06] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:06] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:06] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:06] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:07] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:07] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:07] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:07] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:07] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:07] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:07] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:08] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:08] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:08] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:08] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:08] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:08] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:08] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:08] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:08] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:08] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:09] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:09] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:09] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:09] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:09] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:09] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:09] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:09] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:10] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:10] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:10] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:10] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:10] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:10] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:10] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:10] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:10] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:11] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:11] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:11] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:11] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:11] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:11] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:12] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:12] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:12] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:12] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:12] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:12] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:12] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:12] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:13] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:13] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:13] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:13] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:13] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:13] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:13] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:13] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:14] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:14] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:14] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:14] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:14] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:14] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:14] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:14] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:15] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:15] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:15] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:15] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:15] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:15] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:15] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:16] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:16] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:16] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:16] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:16] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:16] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:16] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:16] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:17] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:17] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:17] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:17] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:17] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:17] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:17] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:18] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:18] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:18] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:18] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:18] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:18] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:18] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:18] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:19] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:19] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:19] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:19] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:19] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:19] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:19] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:19] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:20] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:20] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:20] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:20] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:20] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:20] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:20] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:20] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:21] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:21] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:21] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:21] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:21] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:21] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:21] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:21] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:22] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:22] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:22] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:22] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:22] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:22] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[27/06/2022 20:46:22] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[27/06/2022 20:46:22] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
